program_id,code,error_id_1,error_id_2,error_class_id
prog43321,"  1 #include <stdio.h>
  2 #include <stdlib.h>
  3 
  4 int main() {
  5       int n1,i;
  6       scanf(""%d"",&n1);
  7       int a[20],count=0,k;
  8       for(i=0;i<n1;i++)
  9       {
 10           scanf(""%d"",&a[i]);
 11       }
 12       int n2,s[20];
 13       scanf(""%d"",&n2);
 14       for(i=0;i<n2;i++)
 15       {
 16           scanf(""%d"",&s[i]);
 17           
 18       }
 19       for(i=0;i<n1;i++)
 20       {
 21          for(j=i+1;j<n1;j++)
 22          {
 23              if(a[j]>a[i])
 24                {
 25                     continue;
 26                }
 27                else
 28                {
 29                    k=a[j];
 30                    i=j;
 31                    continue;
 32                }
 33          }
 34          
 35       }
 36 	return 0;
 37 }",ID,NoDef,0
prog57298,"  1 #include <stdio.h>
  2 #include <stdlib.h>
  3 
  4 int main() {
  5 	
  6 	int n1,n2,d,i;
  7 	d=1;
  8 	scanf(""%d\n"",&n1);
  9 	int a1[n1];
 10 	for(i=0;i<n1;i++)
 11 	{
 12 	    scanf(""%d\n"",&a1[i]);
 13 	    if(a1[i]<min)
 14 	    min=a1[i];
 15 	}
 16 	
 17 	scanf(""%d\n"",&n2);
 18 	int a2[n2];
 19 	for(i=0;i<n2;i++)
 20 	{
 21 	    scanf(""%d\n"",&a2[i]);
 22 	}
 23 	
 24 	
 25 	for(i=0;i<n2;i++)
 26 	{
 27 	    if(min==a2[i])
 28 	    {
 29 	        printf(""NO"");
 30 	        d=0;break;
 31 	    }
 32 	}
 33 	
 34 	if(d==1)
 35 	printf(""%d"",min);
 36 	
 37 	
 38 	
 39 	
 40 	
 41 	
 42 	
 43 	
 44 	
 45 	
 46 	
 47 	
 48 	
 49 	return 0;
 50 }",ID,NoDef,0
prog01959,"  1 #include <stdio.h>
  2 #include <stdlib.h>
  3 int min(int a[],int n1)
  4 {
  5     int	j,m=a[0];
  6 	for(j=1;j<n1;j++)
  7 	{
  8 	    if(m>a[j])
  9 	    {
 10 	        m=a[j];
 11 	    }
 12 	}
 13 	return m;
 14 }
 15 
 16 int main() 
 17 {
 18 	int n1,n2,i,j,k,l,m;
 19 	scanf(""%d"",&n1);
 20 	int a1[n1];
 21 	for(i=0;i<n1;i++)
 22 	{
 23 	    scanf(""%d"",&a1[i]);
 24 	    
 25 	}
 26 	scanf(""%d"",&n2);
 27 	int a2[n2];
 28 	for(i=0;i<n1;i++)
 29 	{
 30 	    scanf(""%d"",&a2[i]);
 31 	    
 32 	}
 33 	m=min(a1,n1);
 34 	printf(""%d"",m)
 35 	
 36 	
 37 	return 0;
 38 }",Bound,Lost,1
prog20114,"  1 #include <stdio.h>
  2 #include <stdlib.h>
  3 
  4 int main() {
  5 	int n,m,i,j,a,flag=0,min=0;
  6 	scanf(""%d"",&n);
  7 	int ar1[n];
  8 	for(i=0;i<n;i++){
  9 	    scanf(""%d"",&a);
 10 	    ar1[i]=a;
 11 	}
 12 	scanf(""%d"",&m);
 13 	int ar2[m];
 14 	for(i=0;i<m;i++){
 15 	    scanf(""%d"",&a);
 16 	    ar2[i]=a;
 17 	}
 18 	for(i=0;i<n;i++){
 19 	    flag=0;
 20 	    for(j=0;j<m;j++){
 21 	        if (ar1[i]==ar2[j]){
 22 	            flag=1;
 23 	            break;
 24 	        }
 25 	    }
 26 	    if(flag==1){
 27 	        break;
 28 	    }
 29 	    else if (arr[i]>min){
 30 	        break;
 31 	    }
 32 	    else min=arr[i];
 33 	}
 34 	if(min==0){
 35 	    printf(""NO"");
 36 	}
 37 	else{
 38 	    printf(""%d"",min);
 39 	}
 40 	return 0;
 41 }",ID,NoDef,0
prog48102,"  1 #include <stdio.h>
  2 #include <stdlib.h>
  3 
  4 int main() {
  5 	int n1; 
  6 	scanf(""%d"", &n1);
  7 	int a1[n1];
  8 	for (int i=0; i<n1; i++)
  9 	{
 10 	    scanf(""%d"", &a[i]);
 11 	}
 12 	
 13 	int n2;
 14 	scanf(""%d"", &n2);
 15 	int a2[n2];
 16 	for (int i=0; i<n2; i++)
 17 	{
 18 	    scanf(""%d"", &a2[i]);
 19 	}
 20 	
 21 	int frequency[n1];
 22 	for (int i=0; i<n1; i++)
 23 	{
 24 	    for (int j=0;j<n2; j++)
 25 	    {
 26 	        if (a1[i]==a2[j]) frequency[i]++;
 27 	    }
 28 	}
 29     int firstmin;	
 30 	for (int i=0; i<n1; i++)
 31 	{
 32 	    if (frequency[i]==0) {firstmin=a1[i]; break;}
 33 	}
 34 	int min=firstmin;
 35 	for (int i=0; i<n1; i++)
 36 	{
 37 	    if (frequency[i]==0 && a1[i]<=min) min=a1[i];
 38 	}
 39 	printf(""%d"", min);
 40 	return 0;
 41 }",ID,NoDef,0
prog19901,"  1 #include <stdio.h>
  2 #include <stdlib.h>
  3 
  4 int main() 
  5 {
  6 	int a1[20],a2[20],n1,n2,i,j,m,flag=0;
  7 	scanf(""%d\n"",&n1);
  8 	for(i=0;i<n1;i++)
  9 	{
 10 	    scanf(""%d\n"",&a1[i]);
 11 	}
 12 	scanf(""%d\n"",&n2);
 13 	for(i=0;i<n2;i++)
 14 	{
 15 	    scanf(""%d\n"",&a2[i]);
 16 	}
 17 	m=a1[0];
 18 	for(i=0;i<n1;i++)
 19 	{
 20 	    for(j=0;j<n2;j++)
 21 	    {
 22 	        if(a1[i]==a2[j]) 
 23 	        {
 24 	        if(i==0) 
 25 	        {flag=1;}
 26 	        break;
 27 	        }
 28 	        if(j==n2-1) 
 29 	        {
 30 	            if(m=a1[0] && flag==1) m=a[i];
 31 	            if(a[i]<m ) m=a1[i];
 32 	        }
 33 	    }
 34 	}
 35 	if((m==a1[0]) && (flag==1)) {printf(""NO"");}
 36     else	printf(""%d\n"",m);
 37 	return 0;
 38 }",ID,NoDef,0
prog56798,"  1 #include <stdio.h>
  2 #include <stdlib.h>
  3 int max(int a,int b);
  4 {  if(a>=b){return a;}
  5 else {return b;}
  6     
  7 }
  8 int min (int a,int b)
  9 {  if(a<=b){return a;}
 10 else {return b;}
 11     
 12 }
 13 int main() {
 14 	int N1,N2,A1[20],A2[20],i,j;
 15 	scanf(""%d"",&N1);
 16 	for(i=0;i<20 && A1[i]!=EOF;i++)
 17 	{scanf(""%d\n"",&A1[i]);
 18 	  }
 19 	  for(j=0;j<20 && A2[j]!=EOF;j++)
 20 	{scanf(""%d\n"",&A2[j]);
 21 	  }
 22 	  int k=A1[0];
 23 	  for(i=1;i<20 && A1[i]!=EOF;i++)
 24 	  {k=max(k,A1[i]);}
 25 	  
 26 	  
 27 	  for(i=0;i<20 && A1[i]!=EOF;i++)
 28 	  {for(j=0;j<20&&A2[j]!=EOF;j++)
 29 	      {if(A1[i]==A2[j]){A1[i]=k;}}
 30 	  }
 31 	  int p=A1[0];
 32 	  for(i=1;i<20 && A1[i]!=EOF;i++)
 33 	  {p=min(p,A1[i]);}
 34 	  printf(""%d"",p);
 35 	     
 36 	return 0;
 37 }",Bound,Redundant,6
prog55844,"  1 #include <stdio.h>
  2 #include <stdlib.h>
  3 
  4 int main() {
  5 	int n1,n2,a[30],b[30],flag=1,l,c=0;
  6 	scanf(""%d"",&n1);
  7 	for(int i=0;i<n1;i++){
  8 	    scanf(""%d"",&a[i]);
  9 	 }
 10 	scanf(""%d"",&n2);
 11 	for(int i=0;i<n2;i++){
 12 	    scanf(""%d"",&b[i]);
 13 	}
 14 	for(int i=0;i<n1;i++){
 15 	    for(int j=i;j<n1;j++){
 16 	        if(a[i]>a[j]){
 17 	          int k=a[i];
 18 	            a[i]=a[j];
 19 	            a[j]=k;
 20 	        }
 21 	    }
 22 	}
 23 	/*for(int i=n1-1;i>=0;i--){
 24 	    printf(""%d\t"",a[i]);
 25 	}*/
 26 	for(int i=0;i<n;i++ && flag==1){
 27 	    for(int j=0;j<n2;j++){
 28 	        if(a[i]!=b[j]){
 29 	        flag=1;
 30 	        c++;
 31 	        printf(""%d"",a[i]);
 32 	        }
 33 	        }
 34 	}
 35 	if(c==0)
 36 	printf(""NO"");
 37 	return 0;
 38 }",ID,NoDef,0
prog53457,"  1 #include <stdio.h>
  2 #include <stdlib.h>
  3 
  4 int main() {
  5 	// Fill this area with your code.
  6 	int n1,n2,a1[20],a2[20];
  7 	int i,j;
  8 	scanf(""%d"",&n1);
  9 	for(i=0;i<n1;i++)
 10 	{
 11 	    scanf(""%d"",&a[i]);
 12 	}
 13 	n2=getnum();
 14 	for(j=0;j<n2;j++)
 15 	{
 16 	    scanf(""%d"",&a2[j]);
 17 	}
 18 	int min=0;
 19 	for(i=0;i<n1;i++)
 20 	{
 21 	    if(a1[i]<=min)
 22 	        min=a1[i];
 23 	}
 24 	int flag=0;
 25 	for(i=0;i<n2;i++)
 26 	{
 27 	    flag=flag+(min==a2[i]);
 28 	}
 29 	if(flag>0)
 30 	    printf(""%d"",min);
 31 	else
 32 	    printf(""NO"");
 33 	return 0;
 34 }",ID,NoDef,0
prog38310,"  1 #include <stdio.h>
  2 #include <stdlib.h>
  3 
  4 int main() {
  5 	// Fill this area with your code.
  6 	int n1, n2,i ;
  7 	scanf(""%d"",&n1);
  8 	int a1[n1];
  9 	for (i=0;i<n1;i++)
 10 	{   scanf(""%d"",&a1[i]);
 11 	    printf(""%d "",a1[i]);
 12 	}
 13 	printf(""\n"");
 14 	scanf(""%d"",&n2);
 15 	int a2[n2];
 16 	for (i=0;i<n2;i++)
 17 	{
 18 	    scanf(""%d"",&a2[i]);
 19 	   printf(""%d "",a2[i]);  
 20 	}
 21 	int j, temp[n1], flag=0;
 22 	printf(""\n\n"")
 23 	for (flag=0,j=0;j<n1;j++)
 24     {	for(i=0;i<n2;i++)
 25     	{
 26     	    if (a1[j]==a2[i]) 
 27     	    { flag=1; break; }
 28     	    //else continue;
 29     	}
 30     	if (flag==1) 
 31     	{ a1[j]=0;} 
 32     	//{ temp[j]=a1[j]; }
 33 	    //else temp[j]='\0';
 34     }
 35     
 36     for(i=0;i<n1;i++)
 37     { printf(""%d "",a1[i]);}
 38 	return 0;
 39 }",Bound,Lost,1
prog01649,"  1 #include <stdio.h>
  2 #include <stdlib.h>
  3 int min(int a,int b)
  4 {
  5     if(a<b)
  6     return a;
  7     else
  8     return b;
  9 }
 10 int main() 
 11 {
 12     int n1,i,k=99999999,flag;
 13     scanf(""%d"",&n1);
 14     int a[n1];
 15     for(i=0;i<n1;i++)
 16     scanf(""%d"",&a[i]);
 17     int n2;
 18     scanf(""%d"",&n2);
 19     int b[n2];
 20     for(i=0;i<n2;i++)
 21     scanf(""%d"",&b[i]);
 22     for(i=0;i<n1;i++)
 23     {
 24         k=min(a[i],k)
 25     }
 26     for(i=0;i<n2;i++)
 27     {
 28         if(b[i]==k)
 29         flag=1;
 30     }
 31     if(flag==1)
 32     printf(""NO"");
 33     else
 34     printf(""%d"",k);
 35 	return 0;
 36 }",Bound,Lost,1
prog22083,"  1 #include <stdio.h>
  2 #include <stdlib.h>
  3 
  4 int main()
  5 {
  6     int i,j,min,count=0,num,a[50],num2;
  7     scanf(""%d\n"",&num);
  8     min=num;
  9     for(i=0;i<num;i++)
 10     {
 11         scanf(""%d"",&a[i]);
 12         if(min>a[i])
 13         {
 14             k=a[i];
 15             min=k;
 16         }
 17     }
 18     printf(""%d"",min);
 19 	return 0;
 20 }",ID,NoDef,0
prog47931,"  1 #include <stdio.h>
  2 #include <stdlib.h>
  3 
  4 int main() {
  5     int a,b,i,d,e,j;
  6     scanf(""%d\n"",&a);
  7     int c1[a];
  8 	for(i=0;i<a;i++)
  9 	scanf(""%d\n"",&c1[i]);
 10 	   
 11 	scanf(""%d\n"",&b);
 12     int c2[b];
 13 	for(i=0;i<b;i++)
 14 	scanf(""%d\n"",&c2[i]);
 15 	
 16 		for(i=1;i<a;i++)
 17     {
 18         if(c1[i]<=c1[0])
 19         e=c1[0];
 20         else
 21         e=c1[i];
 22         
 23     }
 24 	
 25 	for(i=0;i<a;i++)
 26 	{
 27 	    for(j=0;j<b;J++)
 28 	    {
 29 	        if(c1[i]==c2[j])
 30 	        c1[i]=e;
 31 	    }
 32 	}
 33 	
 34 	d=c1[0];
 35 	for(i=1;i<a;i++)
 36     {
 37         if(c1[i]>=d)
 38         continue;
 39         else
 40         d=c1[i];
 41         
 42     }
 43     
 44     for(i=0;i<b;i++)
 45     {
 46         if(c2[i]==d)
 47         {printf(""NO"");
 48          break;}
 49         else if(i==b-1)
 50         printf(""%d"",d);
 51     }
 52 	return 0;
 53 }",ID,NoDef,0
prog57296,"  1 #include <stdio.h>
  2 #include <stdlib.h>
  3 
  4 int main() {
  5 int n1,i,a1;
  6 scanf(""%d"",&n1);
  7 int a[n1];
  8 for(i=0;i<n1;i++)
  9 scanf(""%d"",&a[i]);
 10 int n2;
 11 scanf(""%d"",&n2);
 12 int b[n2];
 13 for(i=0;i<n2;i++)
 14 scanf(""%d"",&b[i]);
 15  for (i = 0; i < n1; ++i)
 16     {
 17         for (j = i + 1; j < n1; ++j)
 18         {
 19             if (a[i] > a[j])
 20             {
 21                 a1 =  a[i];
 22                 a[i] = a[j];
 23                 a[j] = a1;
 24             }
 25         }
 26     }
 27     for(i=0;i<n1;i++)
 28     printf(""%d"",a[i]);
 29 	return 0;
 30 }",ID,NoDef,0
prog19131,"  1 #include <stdio.h>
  2 #include <stdlib.h>
  3 
  4 int main() {
  5 	// Fill this area with your code.
  6 	int i,n1,n2,j,a[20],b[20],min,C=0;
  7 	min=a[0];
  8 	scanf(""%d"",&n1);
  9 	for(i=0;i<n1;i++)
 10 	{
 11 	    scanf(""%d"",&a[i]);
 12 	    if(a[i]<=min)
 13 	    min=a[i];
 14 	    
 15 	}
 16 	for(j=0;j<n2;j++)
 17 	{
 18 	    scanf(""%d"",&b[j]);
 19 	    if(b[j]==min)
 20 	    c=c+1;
 21 	}
 22 	if(c==0)
 23 	printf(""%d"",min);
 24 	else
 25 	printf(""NO"");
 26 	return 0;
 27 }",ID,NoDef,0
prog10154,"  1 #include <stdio.h>
  2 #include <stdlib.h>
  3 
  4 int main() 
  5 {
  6     int N1,N2;
  7     scanf(""%d\n"",&N1);
  8     int a[N1+1],i,j;
  9     for (i=0;i<N1;i++)
 10     {
 11         scanf(""%d\n"",&a[i]);
 12     }
 13     scanf(""%d\n"",&N2);
 14     int b[N2+1];
 15     for (i=0;i<N2;i++)
 16     {
 17         scanf(""%d\n"",&b[i]);
 18     }
 19     b[N2]=0;a[N1]=0;
 20     int min=a[0];
 21     for (i=0;i<N1;i++)
 22     {
 23         if (a[i]<min&& 
 24         for (j=0;j<N2;j++)
 25         {
 26             if(a[i]==b[j]&&min==a[i])
 27             {
 28                 min=a[i+1];
 29             }
 30         })
 31         {
 32             min=a[i];
 33         }
 34     }
 35     if (min==0) printf(""NO"");
 36     else printf(""%d"",min);
 37 	return 0;
 38 }",KeyWord,WrongUsage,8
prog20257,"  1 #include <stdio.h>
  2 #include <stdlib.h>
  3 
  4 int main() {
  5     int a,b,i,j,x,y;
  6     scanf(""%d"",&a);
  7     int arr1[a];
  8     for(i=0;i<a;i++){
  9         scanf(""%d"",&arr1[i]);
 10     }
 11     scanf(""%d"",&b);
 12     int arr2[b];
 13     for(i=0;i<b;i++){
 14         scanf(""%d"",&arr2[i]);
 15     }
 16     for(i=0;i<a;i++){
 17         for(j=i+1;j<a;++){
 18            if(arr1[i]<arr1[j]){
 19                continue;
 20            }
 21            else if(arr1[i]>arr1[j]){
 22                x=arr1[i];
 23                arr1[i]=arr1[j];
 24                arr1[j]=x;
 25            }
 26         }
 27     }
 28     for(i=0;i<a;i++){
 29         y=0;
 30         for(j=0;j<b;j++){
 31             if(arr1[i]!=arr2[j]){
 32                 y=y++;
 33             }
 34         }
 35         if(y==b){
 36             printf(""%d"",arr1[i]);
 37             break;
 38         }
 39         else if(y!=b){
 40             continue;
 41         }
 42     }
 43     if(y!=b){
 44         printf(""NO"");
 45     }
 46 	return 0;
 47 }",op,DataLost,5
prog00553,"  1 #include <stdio.h>
  2 #include <stdlib.h>
  3 void input(int ar[],int size){
  4     for(int i=0;i<size;i++){
  5         scanf(""%d"",&ar[i]);
  6     }
  7 }
  8 void match(int str[],int size,int st[],int n){
  9     for(int i=0;i<size;i++){
 10         for(int k=0;k<n;k++){
 11             if(str[i]==st[k]){
 12                 str[i]=234567;
 13             }
 14         }
 15     }
 16 }
 17 int main() {
 18     int n1,n2,min;
 19     int a[45];b[45];
 20     scanf(""%d"",&n1);
 21     input(a,n1);
 22     scanf(""%d"",&n2);
 23     input(b,n2);
 24     match(a,n1,b,n2);
 25     min=a[0];
 26     for(int i=0;i<n2;i++){
 27         if(min>a[i]){
 28             min=a[i];
 29         }
 30     }
 31     if(min!=234567){
 32         printf(""%d"",min);
 33     }
 34     else{
 35         printf(""NO"");
 36     }
 37 	// Fill this area with your code.
 38 	return 0;
 39 }",ID,NoDef,0
prog07628,"  1 #include <stdio.h>
  2 #include <stdlib.h>
  3 
  4 int main() 
  5 {
  6 	int n1, n2, i, j, min;
  7 	scanf(""%d"", &n1);
  8 	int a[n1];
  9 	for(i=0; i<n1; i++)
 10 	    scanf(""%d"", &a[i]);
 11 	    scanf(""%d"", &n1);
 12 	int b[n2];
 13 	for(i=0; i<n2; i++)
 14 	    scanf(""%d"", &b[i]);
 15 	for(i=0; i<n1; i++)
 16 	{
 17 	    for(j=0; j<n2; j++)
 18 	    {
 19 	        if(a[i]==b[j])
 20 	            break;
 21 	    }
 22 	    if(j==n2)   
 23 	    {
 24 	        if(f==1)    
 25 	        {
 26 	            if(min>a[i])
 27 	                min=a[i];
 28 	        }
 29 	        else
 30 	        {
 31 	            f=1;
 32 	            min=a[i];
 33 	        }
 34 	    }
 35 	}
 36 	if(f==1)    printf(""%d"", min);
 37 	else    printf(""NO"");
 38 	return 0;
 39 }",ID,NoDef,0
prog05152,"  1 #include <stdio.h>
  2 #include <stdlib.h>
  3 
  4 int main() {
  5 	int a[20],b[20],n1,n2,i,j,l;
  6 	scanf(""%d\n"",&n1);
  7 	for(i=0;i<n1;i++)
  8 	scanf(""%d\n"",&a[i]);
  9 	scanf(""%d\n"",&n2); 
 10 	for(i=0;i<n2;i++)
 11 	scanf(""%d\n"",&a[i]);
 12 	for(i=0;i<n1;i++){
 13     	for(j=i+1;i<n1;i++){
 14     	   if (a[i]>a[j]){
 15     	   l=a[i];
 16     	   a[i]=a[j];
 17     	   a[j]=l;
 18     	   }
 19     	}
 20 	}
 21 	int p,q,r;
 22 	q=0;
 23 	r=0;
 24 	for(i=0;i<n1;i++){
 25 	    p=0;
 26     	for(j=0;i<n2;i++){
 27     	   if(a[i]!=b[j])
 28     	    p=p+1;
 29     	}
 30     	if(p==n2){
 31     	    q=i;
 32     	    break;
 33     	}
 34     	if(p!=n2)
 35     	r=r+1;
 36 	}
 37 	if(r==n1){
 38 	    printf(""NO"");
 39 	    exit(0);
 40 	}
 41 	printf(""%d"",a[q])
 42 	return 0;
 43 }",Bound,Lost,1
prog00624,"  1 #include <stdio.h>
  2 #include <stdlib.h>
  3 
  4 int main()
  5 {
  6     int n1,arr1[25],n2,arr2[25],i,flag=0,j,temp;
  7     scanf(""%d"", &n1);
  8     for(i=0; i<n1; i++)
  9         {
 10             scanf(""%d"", &arr1[i]);
 11         }
 12     scanf(""%d"", &n2);
 13     for(i=0 ;i<n2; i++)
 14         {
 15             scanf(""%d"", &arr2[i]);
 16         }
 17     
 18     for(i=0; i<n1; i++)
 19         {
 20             for(j=0; j<n1-1; j++)
 21                 {
 22                     if(arr1[j]>arr1[j+1])
 23                         {
 24                             temp=arr1[j];
 25                             arr1[j]=arr1[j+1];
 26                             arr1[j+1]=temp;
 27                         }
 28                 }
 29         }
 30     
 31     
 32     //if(n1>n2)
 33     
 34     for(i=0,j=0; i<n2 && j; i++)
 35         { flag=1;
 36             if(arr2[i]==arr1[j])
 37                 {
 38                     flag=0;
 39                     j++;
 40                     i=-1;
 41                 }
 42             
 43         }
 44         
 45   
 46     printf(""%d"",arr[j]);
 47     
 48    
 49     
 50     
 51     
 52     
 53     
 54     
 55     
 56 	return 0;
 57 }",ID,NoDef,0
prog53552,"  1 #include <stdio.h>
  2 #include <stdlib.h>
  3 #include <limits.h>
  4 
  5 void input (int t[],int n)
  6     {
  7         for(int i=0;i<n;i++)
  8            {
  9                scanf(""%d"",&t[i]);
 10            }
 11     }
 12 
 13 int main() {
 14 	
 15 	int N1=0;int N2=0,i,j;
 16     scanf(""%d"",&N1);
 17     int a1[N1];
 18 	input(a1,N1);
 19 	scanf(""%d"",&N2);
 20 	int a2[N2];
 21 	input(a2,N2);
 22 	int min=INT_MAX;
 23 	
 24 	for(i=0;i<N1;i++)
 25 	   {
 26 	       for(j=0;j<N2;j++)
 27 	         {
 28 	             if(a1[i]==a2[j])
 29 	             {
 30 	                 a1[i]=INT_MAX;
 31 	                 break;
 32 	             }
 33 	         }
 34 	         
 35 	        if(min>a1[i])
 36 	           min=a1[i];
 37 	   
 38 	 if(min==INT_MAX)
 39 	 printf(""NO""); 
 40 	 else
 41 	 printf(""%d"",min);
 42 	
 43 	return 0;
 44 }",Bound,NotMatch,3
prog39112,"  1 #include <stdio.h>
  2 #include <stdlib.h>
  3 
  4 int main() {
  5 	int a,b,temp,c=1;
  6 	scanf(""%d"",&a);
  7 	int arr[a];
  8 	for(int i=0;i<a;i++){
  9 	    scanf(""%d\n"",&arr[i]);
 10 	}
 11 	scanf(""%d"",&b);
 12 	int brr[b];
 13 	for(int i=0;i<b;i++){
 14 	    scanf(""%d\n"",&brr[i]);
 15 	}
 16 	temp=arr[0];
 17 	for(int i=0;i<a;i++){
 18 	    if(temp!=brr[i]){
 19 	        if(temp>arr[i]){
 20 	            temp=arr[i];
 21 	    }
 22 	}
 23 	for(int i=0;i<b;i++){
 24 	    if(temp==brr[i]){
 25 	        c=0;
 26 	    }
 27 	}
 28 	if(c==1){
 29 	    printf(""%d"",temp);
 30 	}
 31 	else{
 32 	    printf(""NO"");
 33 	}
 34 	return 0;
 35 }",Bound,NotMatch,3
prog25969,"  1 #include <stdio.h>
  2 #include <stdlib.h>
  3 
  4 int main() {
  5 	int n1,n2,count=0,w;
  6 	scanf(""%d\n"",&n1);
  7 	int a[n1];
  8 	for(int i=0;i<n1;i++)
  9 	scanf(""%d\n"",&a[i]);
 10 	scanf(""%d\n"",&n2);
 11 	int b[n2];
 12 	for(int j=0;j<n2;j++)
 13 	scanf(""%d\n"",&b[j]);
 14 	int s;
 15 	for(int k=0;k<n1;k++)
 16 	{   s=a[k];
 17 	    int y=a[k];
 18 	    for(int x=k;x<n1;x++)
 19 	    if(s>=a[x])
 20 	    {
 21 	        s=a[x];
 22 	        w=x;
 23 	   }	
 24 	        a[k]=a[w];
 25 	        a[w]=y;
 26 	    
 27 	}
 28        for(int x=0;x<n1;x++)
 29 	{   count=0;
 30 	    for(int z=0;z<n2;z++)
 31 	    {
 32 	    if(b[z]==a[x])
 33 	    { w=x
 34 	        count=count+1;
 35 	    }
 36 	    }
 37 	    if(count==0)
 38 	    {
 39 	        printf(""%d"",a[w]);
 40 	    break;  }
 41 	}
 42 	if(count!=0)
 43 	printf(""NO"");
 44 	return 0;
 45 }",Bound,Lost,1
prog26919,"  1 #include <stdio.h>
  2 int main()
  3 {
  4     int n1,n2;
  5     int a1[20],a2[20];
  6     scanf(""%d\n"",&n1);
  7     for(int i=0;i<n1;i++)
  8     scanf(""%d\n"",&a1[i]);
  9     scanf(""%d\n"",&n2);
 10     for(int i=0;i<n2;i++)
 11     scanf(""%d\n"",&a2[i]);
 12     
 13     int n=(n1>n2)?n2:n1;
 14     int c[20];
 15     for(int i=0;i<n;i++)
 16     c[i]=0;
 17     
 18     
 19     for(int i=0;i<n1;i++)
 20     {
 21         int flag=0;
 22     for(int j=0;j<n2;j++)
 23     {
 24         if(a2[j]==a1[i])
 25         {
 26             c[i]=0;
 27             flag=1;
 28             break;
 29         }
 30         if(flag==0)
 31         c[i]=a[i];
 32     }
 33     }
 34     
 35     for(int i=0;i<n;i++)
 36     printf(""%d"",c[i]);
 37 }",ID,NoDef,0
prog37162,"  1 #include <stdio.h>
  2 #include <stdlib.h>
  3 int min(int a, int b)
  4 {
  5     if(a<=b)
  6     return a;
  7     else 
  8     return b;
  9 }
 10 
 11 
 12 int main() {
 13 	int n1,n2;
 14 	scanf(""%d"",&n1);
 15 	int a[n1];
 16 	for(int i=0;i<n1;i++)
 17 	scanf(""%d"",&a[i]);
 18 	scanf(""%d"",n2);
 19 	int b[n2];
 20 	for(int i=0;i<n2;i++)
 21 	scanf(""%d"",&b[i]);
 22 
 23 
 24     int c=0;
 25     for(int j=0;j<n1;j++)
 26     {
 27         c=a[j+1];
 28         a[j+1]=min(a[j],a[j+1]);
 29         a[j]=c;
 30         return a[i-1];
 31     }
 32 
 33 	int f=as(n1,a[n1]);
 34 	printf(""%d\n"",f);
 35 	
 36 	return 0;
 37 }",ID,NoDef,0
prog20819,"  1 #include <stdio.h>
  2 int main()
  3 {
  4     int n1,n2,i,j,s,x=0,y=0;
  5     scanf(""%d"",&n1);
  6     int a[n1];
  7     for(i=0;i<n1;i++)
  8     {
  9         scanf(""%d"",&a[i]);
 10     }
 11     scanf(""%d"",&n2);
 12     int b[n2];
 13     for(i=0;i<n2;i++)
 14     {
 15         scanf(""%d"",&b[i]);
 16     }
 17     for(i=0;i<n1;i++)
 18     {
 19         for(j=i;j<n1;j++)
 20         {
 21             if(a[i]>a[j])
 22             {
 23                 s=a[i];
 24                 a[i]=a[j];
 25                 a[j]=s;
 26             }
 27         }
 28     }
 29     for(i=0;i<n1;i++)
 30     {
 31         for(j=0;j<n2;j++)
 32         {
 33             if(a[i]==b[j])
 34             {
 35                 k++;
 36             }
 37         }
 38         if(k>0)
 39         {
 40             s=i;
 41             break;
 42         }
 43         else
 44         {
 45             k=0;
 46         }
 47     }
 48     printf(""%d"",s);
 49     return 0;
 50 }",ID,NoDef,0
prog51548,"  1 #include <stdio.h>
  2 #include <stdlib.h>
  3 
  4 int main() {
  5 int n1,n2,a[100],b[100],d[100];int min=100,t=0;
  6 scanf(""%d"",&n1);
  7 for(int i=0;i<n1;i++)
  8 {
  9     scanf(""%d"",&a[i]);
 10 }
 11 scanf(""%d"",&n2);
 12 for(int i=0;i<n2;i++)
 13 {
 14     scanf(""%d"",&b[i]);
 15 }
 16 for(int i=0;i<n1;i++)
 17 {
 18     if(a[i]!=b[i])
 19     d[t]=a[i];printf(""%d"",d[t])
 20     t++;
 21 }
 22 for(int i=0;i<t;i++)
 23 {
 24     if(min>d[i])
 25     {
 26         min=d[i];
 27     }
 28    
 29 }//printf(""%d"",min);
 30 if(t==0)
 31 {
 32     printf(""NO"");
 33 }
 34 else
 35 printf(""%d"",min);
 36 
 37 	return 0;
 38 }",Bound,Lost,1
